"","acceptedNameUsage","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedOccurrences","associatedSequences","associatedTaxa","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintSRS","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/captive","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","nomenclaturalStatus","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimIdentification","verbatimLocality","verbatimTaxonRank","year","downloadDate"
"345",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Kimble","herbariumSpecimenDuplicate: https://portal.torcherbaria.org/portal/collections/individual/index.php?guid=958e67d1-c628-488d-8c20-24ecdc5ba851",NA,NA,"PRESERVED_SPECIMEN",NA,"BAYLU019436","Liliopsida",196,"at South Llano River State Park, near the Day Use Area, 0.4 miles north of Headquarters Building, Texas, Kimble, United States, NORTH_AMERICA","BAYLU","71d21ba0-06fc-4ed9-a473-449d68eadafa","cc1342be-0b1f-4172-898a-11ba2195d7f1","NORTH_AMERICA",6455,"United States",101,NA,NA,"abba37fc-a9c3-4de2-bba2-7f929abc937d",NA,NA,14,NA,NA,NA,NA,104,NA,"2007-04-14",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","3978729772","NORTH_AMERICA","Poa","Poa",2704173,"WGS84","Hamzah_Hamzah1@baylor.edu (2023-08-07 13:58:26)",NA,NA,NA,"georef batch tool 2023-08-07; GeoLocate",NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,"Alejandro_Ayala1@baylor.edu","ff976a99-e889-465e-a650-fa6c6423a0c2",NA,NA,NA,NA,NA,"26933651",NA,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","BAYLU",NA,"be33fd0d-131e-42e7-abd0-eeb003378318",TRUE,"US",FALSE,"NE",3978729772,"Plantae",6,NA,"2024-08-08T18:09:55.918+00:00","2024-08-08T18:10:47.601+00:00","2024-08-08T18:10:47.601+00:00",30.452442,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"at South Llano River State Park, near the Day Use Area, 0.4 miles north of Headquarters Building",NA,NA,NA,-99.802925,"2023-08-07T13:58:26.000+00:00",4,NA,NA,NA,"ff976a99-e889-465e-a650-fa6c6423a0c2",NA,"PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","471aeb39-799a-44c5-9824-dfe65413b83c","L.L. Hansen","4721","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26933651",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",104,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2024-09-05
"346",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Kimble",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"00433270","Liliopsida",196,"At south Llano River State Park, near the Day Use Area, 0.4 miles north of Headquarters Building., Texas, Kimble, United States, NORTH_AMERICA","TEX",NA,NA,"NORTH_AMERICA",NA,"United States",251,NA,NA,"cd096ec0-a8a0-4c65-92cc-48b00fb934ce",NA,"2008-01-01T00:00:00",14,NA,NA,NA,NA,104,NA,"2007-04-14",NA,NA,NA,"Poaceae",3073,"4721",NA,NA,"United States of America","2807569235","NORTH_AMERICA","Poa","Poa",2704173,"WGS84",NA,NA,NA,NA,NA,NA,"Alluvial soil near banks of the South Llano River.",NA,"United States, Texas, Kimble","3c6ad080-bdbe-11da-ac59-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,"Turner, Billie Lee","958e67d1-c628-488d-8c20-24ecdc5ba851",NA,NA,NA,"db7e3f20-3966-4c50-b747-4dfc7b3d3874","PRC",NA,NA,TRUE,"US",FALSE,"NE",2807569235,"Plantae",6,NA,"2024-09-01T17:04:00.920+00:00","2024-09-01T17:12:38.121+00:00","2024-09-01T17:12:38.121+00:00",30.44972,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"At south Llano River State Park, near the Day Use Area, 0.4 miles north of Headquarters Building.",NA,NA,NA,-99.8124,NA,4,NA,NA,NA,"958e67d1-c628-488d-8c20-24ecdc5ba851","verbatim common name: Texas blue grass","PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,"Sheet",NA,NA,"EML","NORTH_AMERICA","US","3c6ad080-bdbe-11da-ac59-b8a03c50a862","Laura L. Hansen",NA,NA,NA,NA,NA,"Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",104,NA,NA,2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2024-09-05
"347",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Blanco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"00167524","Liliopsida",196,"1/4 miles upstream from N bank of Pedernales River, ca. 2.6-2.7 airmiles NE of mouth of Millers Creek at Pedernales River, on Winkler Ranch about a mile upstream and across river from Pedernales Falls State Park, at N30o19'48.9, W098o16'11.5. Pedernales, Texas, Blanco, United States, NORTH_AMERICA","TEX",NA,NA,"NORTH_AMERICA",300,"United States",251,NA,NA,"cd096ec0-a8a0-4c65-92cc-48b00fb934ce",NA,"2008-01-01T00:00:00",2,NA,NA,NA,NA,92,NA,"2007-04-02",NA,NA,NA,"Poaceae",3073,"25721",NA,NA,"United States of America","2807376991","NORTH_AMERICA","Poa","Poa",2704173,"WGS84",NA,NA,NA,NA,NA,NA,"Rare in shade of cedar elm on rocky slope on SW side of canyon of nameless stream cutting through limestone and shale members of Marble Falls Limestone. Associates include Arabis petiolaris, Berberis trifoliolata, Cheilanthes ala-bamensis, C. horridula, Colubrina texensis, Croton fruticulosus, Desmodium psilophyllum, Eupatorium havanense, Eysenhardtia texana, Ipomoea lindheimeri, Juniperus ashei, Matelea reticulata, Muhlenbergia lindheimeri, Nolina texana, Notholaena dealbata, Parietaria pensylvanica, Parthenocissus heptaphylla, Pellaea ovata, Phacelia congesta, Ptelea trifoliata, Quercus fusiformis, Scutellaria ovata, Sideroxylon lanuginosum, Smilax bona-nox, Tinantia anomala, Toxicodendron eximium, Triodanis coloradoensis, Ulmus americana, U. crassifolia, Ungnadia speciosa, Vitis mustangensis, Wedelia hispida, Yucca rupicola, Y. treculeana.",NA,"United States, Texas, Blanco","3c6ad080-bdbe-11da-ac59-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,"Turner, Billie Lee","d5a27a70-cd28-4089-b8b6-51beb8511f12",NA,NA,NA,"db7e3f20-3966-4c50-b747-4dfc7b3d3874","PRC",NA,NA,FALSE,"US",FALSE,"NE",2807376991,"Plantae",6,NA,"2024-09-01T17:04:00.920+00:00","2024-09-01T17:12:42.252+00:00","2024-09-01T17:12:42.252+00:00",30.33025,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"1/4 miles upstream from N bank of Pedernales River, ca. 2.6-2.7 airmiles NE of mouth of Millers Creek at Pedernales River, on Winkler Ranch about a mile upstream and across river from Pedernales Falls State Park, at N30o19'48.9"", W098o16'11.5"". Pedernales",NA,NA,NA,-98.26986,NA,4,NA,NA,NA,"d5a27a70-cd28-4089-b8b6-51beb8511f12",NA,"PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,"Sheet",NA,NA,"EML","NORTH_AMERICA","US","3c6ad080-bdbe-11da-ac59-b8a03c50a862","William R. Carr|Dan Snodgrass",NA,NA,NA,NA,NA,"Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",92,NA,NA,2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2024-09-05
"348",NA,"Poa arachnifera Torr.",2704324,NA,"Oklahoma","Woodward",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BRIT607079","Liliopsida",196,"Oklahoma, Woodward, United States","BRIT","fea81a47-2365-45cc-bef9-b6bbff7457e6","5a7702f8-a46a-40a0-9eef-26d97ea45b5c",NA,NA,"United States",123,NA,NA,"defb9a47-c1a7-4fb2-9a0b-2da7c5260cad",NA,NA,17,NA,NA,NA,NA,137,NA,"2007-05-17",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","3969818645","NORTH_AMERICA","Poa","Poa",2704173,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,"sfrary","25c74598-6c6b-4e64-a22b-d9a86f4352d9",NA,NA,NA,NA,NA,"27933919",NA,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","BRIT",NA,"a68aaf8c-9bfe-4bec-bab9-70cf5d6cde4a",FALSE,"US",FALSE,"NE",3969818645,"Plantae",6,NA,"2024-08-19T19:22:15.903+00:00","2024-08-19T19:39:32.738+00:00","2024-08-19T19:39:32.738+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,NA,NA,NA,"2023-12-31T17:11:28.000+00:00",5,NA,NA,NA,"25c74598-6c6b-4e64-a22b-d9a86f4352d9",NA,"PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","c4cbb860-e9c7-11da-8113-b8a03c50a862","Stephen Winter","1778","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=27933919",NA,"http://creativecommons.org/publicdomain/zero/1.0/","Botanical Research Institute of Texas","Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",137,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2024-09-05
"349",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Tom Green",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"52821","Liliopsida",196,"southeast of intersection of FM 2288 and FM 83, Texas, Tom Green, United States",NA,"1b1022c0-6a5b-4791-8beb-bf9d7c63fd89","5ca695b7-d519-4f60-9f80-c91ebed6de63",NA,NA,"United States",8,NA,NA,"563f2aec-fcb1-491b-9788-e97bed1376ae",NA,"2006-04-21T00:00:00",21,"in collection",NA,NA,NA,111,NA,"2006-04-21",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","4910127847","NORTH_AMERICA","Poa","Poa",2704173,NA,"Dustin Tarrant",NA,NA,"N\\A",NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,NA,"97672f0b-5885-4266-a3e2-d797cdae1b4a",NA,NA,NA,NA,"leg. ign.","25172409",1,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","SAT",NA,"ba3e8f5b-b023-41e1-8d4b-c032668b8121",FALSE,"US",FALSE,"NE",4910127847,"Plantae",6,NA,"2024-09-05T20:37:04.937+00:00","2024-09-05T20:38:32.450+00:00","2024-09-05T20:38:32.450+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"southeast of intersection of FM 2288 and FM 83",NA,NA,NA,NA,"2014-10-10T00:00:00.000+00:00",4,NA,NA,NA,"97672f0b-5885-4266-a3e2-d797cdae1b4a","Plants of Texas;Angelo State University Herbarium;","PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,"Sheet",NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","John McEachern","53","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=25172409",NA,"http://creativecommons.org/licenses/by-nc/4.0/",NA,"Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",111,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"April 21, 2006",NA,NA,NA,2006,2024-09-05
"350",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Tom Green",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"52764","Liliopsida",196,"San Angelo, southeast corner of intersection of FM 2288 and FM 853, Texas, Tom Green, United States",NA,"1b1022c0-6a5b-4791-8beb-bf9d7c63fd89","5ca695b7-d519-4f60-9f80-c91ebed6de63",NA,NA,"United States",8,NA,NA,"563f2aec-fcb1-491b-9788-e97bed1376ae",NA,"2006-05-02T00:00:00",2,"in collection",NA,NA,NA,122,NA,"2006-05-02",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","4910128350","NORTH_AMERICA","Poa","Poa",2704173,NA,"Dustin Tarrant",NA,NA,"N\\A","Not Recorded",NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,NA,"ab5e50f5-3800-4965-82c3-6437ca7d4e63",NA,NA,NA,NA,"leg. ign.","25172356",1,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","SAT",NA,"ba3e8f5b-b023-41e1-8d4b-c032668b8121",FALSE,"US",FALSE,"NE",4910128350,"Plantae",6,NA,"2024-09-05T20:37:04.937+00:00","2024-09-05T20:38:32.573+00:00","2024-09-05T20:38:32.573+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"San Angelo, southeast corner of intersection of FM 2288 and FM 853",NA,NA,NA,NA,"2014-10-10T00:00:00.000+00:00",5,NA,NA,NA,"ab5e50f5-3800-4965-82c3-6437ca7d4e63","Plants of Texas;Angelo State University Herbarium;","PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,"Sheet",NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Matt Brewer","54","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=25172356",NA,"http://creativecommons.org/licenses/by-nc/4.0/",NA,"Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",122,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"May 2, 2006",NA,NA,NA,2006,2024-09-05
"351",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Tom Green",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"52774","Liliopsida",196,"southeast corner of the intersection of FM 2288 and FM 853, Texas, Tom Green, United States",NA,"1b1022c0-6a5b-4791-8beb-bf9d7c63fd89","5ca695b7-d519-4f60-9f80-c91ebed6de63",NA,NA,"United States",8,NA,NA,"563f2aec-fcb1-491b-9788-e97bed1376ae",NA,"2006-05-02T00:00:00",2,"in collection",NA,NA,NA,122,NA,"2006-05-02",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","4910128332","NORTH_AMERICA","Poa","Poa",2704173,NA,"Dustin Tarrant",NA,NA,"N\\A",NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,NA,"bafc759b-f10d-4ee8-9a2b-215dd9018bcf",NA,NA,NA,NA,"leg. ign.","25172366",1,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","SAT",NA,"ba3e8f5b-b023-41e1-8d4b-c032668b8121",FALSE,"US",FALSE,"NE",4910128332,"Plantae",6,NA,"2024-09-05T20:37:04.937+00:00","2024-09-05T20:38:32.570+00:00","2024-09-05T20:38:32.570+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"southeast corner of the intersection of FM 2288 and FM 853",NA,NA,NA,NA,"2014-10-10T00:00:00.000+00:00",5,NA,NA,NA,"bafc759b-f10d-4ee8-9a2b-215dd9018bcf","Plants of Texas;Angelo State University Herbarium;","PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,"Sheet",NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Josh Adams","53","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=25172366","fertile","http://creativecommons.org/licenses/by-nc/4.0/",NA,"Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",122,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"May 02, 2006",NA,NA,NA,2006,2024-09-05
"352",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Tom Green",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"52898","Liliopsida",196,"southeastern corner of the intersection of FM 2288 and FM 853 in San Angelo, Texas, Tom Green, United States",NA,"1b1022c0-6a5b-4791-8beb-bf9d7c63fd89","5ca695b7-d519-4f60-9f80-c91ebed6de63",NA,NA,"United States",8,NA,NA,"563f2aec-fcb1-491b-9788-e97bed1376ae",NA,"2006-05-04T00:00:00",4,"in collection",NA,NA,NA,124,NA,"2006-05-04",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","4910127966","NORTH_AMERICA","Poa","Poa",2704173,NA,"Dustin Tarrant",NA,NA,"N\\A",NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,NA,"37a4da62-ccb0-4bc4-b2f2-d0003d6d5679",NA,NA,NA,NA,"leg. ign.","25172482",1,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","SAT",NA,"ba3e8f5b-b023-41e1-8d4b-c032668b8121",FALSE,"US",FALSE,"NE",4910127966,"Plantae",6,NA,"2024-09-05T20:37:04.937+00:00","2024-09-05T20:38:32.475+00:00","2024-09-05T20:38:32.475+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"southeastern corner of the intersection of FM 2288 and FM 853 in San Angelo",NA,NA,NA,NA,"2014-10-10T00:00:00.000+00:00",5,NA,NA,NA,"37a4da62-ccb0-4bc4-b2f2-d0003d6d5679","Plants of Texas;Angelo State University Herbarium;","PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,"Sheet",NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Moulton","55","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=25172482",NA,"http://creativecommons.org/licenses/by-nc/4.0/",NA,"Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",124,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"May 4, 2006",NA,NA,NA,2006,2024-09-05
"353",NA,"Poa arachnifera Torr.",2704324,NA,"Oklahoma","Woodward",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BRIT607080","Liliopsida",196,"Oklahoma, Woodward, United States","BRIT","fea81a47-2365-45cc-bef9-b6bbff7457e6","5a7702f8-a46a-40a0-9eef-26d97ea45b5c",NA,NA,"United States",123,NA,NA,"defb9a47-c1a7-4fb2-9a0b-2da7c5260cad",NA,NA,12,NA,NA,NA,NA,132,NA,"2006-05-12",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","3969714642","NORTH_AMERICA","Poa","Poa",2704173,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,"sfrary","5a3b3d02-4de0-4189-afc3-476f3a91294b",NA,NA,NA,NA,NA,"27933873",NA,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","BRIT",NA,"a68aaf8c-9bfe-4bec-bab9-70cf5d6cde4a",FALSE,"US",FALSE,"NE",3969714642,"Plantae",6,NA,"2024-08-19T19:22:15.903+00:00","2024-08-19T19:39:33.123+00:00","2024-08-19T19:39:33.123+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,NA,NA,NA,"2024-01-02T16:20:29.000+00:00",5,NA,NA,NA,"5a3b3d02-4de0-4189-afc3-476f3a91294b",NA,"PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","c4cbb860-e9c7-11da-8113-b8a03c50a862","Stephen Winter; Scott Robertson","1501","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=27933873",NA,"http://creativecommons.org/publicdomain/zero/1.0/","Botanical Research Institute of Texas","Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",132,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,2024-09-05
"354",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Mason",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BAYLU019438","Liliopsida",196,"Headquarters Pasture, 0.1 mile east of entrance gate., Texas, Mason, United States, NORTH_AMERICA","BAYLU","71d21ba0-06fc-4ed9-a473-449d68eadafa","cc1342be-0b1f-4172-898a-11ba2195d7f1","NORTH_AMERICA",2289,"United States",101,NA,NA,"abba37fc-a9c3-4de2-bba2-7f929abc937d",NA,NA,14,NA,NA,NA,NA,104,NA,"2005-04-14",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","3978746008","NORTH_AMERICA","Poa","Poa",2704173,"WGS84","albert_zertuche (2024-02-13 07:22:54)",NA,NA,NA,"georef batch tool 2024-02-13; GeoLocate",NA,"Sandy soil","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,"albert_zertuche@baylor.edu","a9d4c1c0-98ff-4bef-b2ad-b10c44789ec5",NA,NA,NA,NA,NA,"26931914",NA,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","BAYLU",NA,"be33fd0d-131e-42e7-abd0-eeb003378318",FALSE,"US",FALSE,"NE",3978746008,"Plantae",6,NA,"2024-08-08T18:09:55.918+00:00","2024-08-08T18:10:51.431+00:00","2024-08-08T18:10:51.431+00:00",30.820874,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Headquarters Pasture, 0.1 mile east of entrance gate.",NA,NA,NA,-99.226855,"2024-02-13T07:22:54.000+00:00",4,"Mason Mountain Wildlife Management Area",NA,NA,"a9d4c1c0-98ff-4bef-b2ad-b10c44789ec5",NA,"PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","471aeb39-799a-44c5-9824-dfe65413b83c","L.L. Sanchez","3696","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26931914",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",104,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"April 14, 2005",NA,NA,NA,2005,2024-09-05
"355",NA,"Poa arachnifera Torr.",2704324,NA,"Texas","Parker",NA,NA,"Tridens flavus, Torilis arvensis, Quercus stellata, Monarda fistulosa, Schizachyrium scoparium, Ulmus crassifolia, Ambrosia psilostachya, Fraxinus americana var. texensis","PRESERVED_SPECIMEN",NA,"BRIT394187","Liliopsida",196,"Mineral Wells, Texas Air National Guard Training Base, Fort Wolters, TA 4, ca 1/2 south of gate 6., Texas, Parker, United States, NORTH_AMERICA","BRIT","fea81a47-2365-45cc-bef9-b6bbff7457e6","5a7702f8-a46a-40a0-9eef-26d97ea45b5c","NORTH_AMERICA",NA,"United States",123,NA,NA,"defb9a47-c1a7-4fb2-9a0b-2da7c5260cad",NA,NA,30,NA,NA,314,NA,90,NA,"2004-03-30",NA,NA,NA,"Poaceae",3073,NA,NA,NA,"United States of America","3969837380","NORTH_AMERICA","Poa","Poa",2704173,"WGS84",NA,NA,NA,NA,NA,NA,"In drainage, Open Post Oak/Blackjack woodland, Mostly flat,=.; Bonti-Truce Soils, 1-9% slopes.","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa",NA,"96710dc8-fecb-440d-ae3e-c34ae8a9616f",NA,NA,NA,"9114d9b9-bdc7-41f2-8703-bed9e3c072a1",NA,NA,NA,NA,NA,"26811223",NA,NA,NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","BRIT",NA,"a68aaf8c-9bfe-4bec-bab9-70cf5d6cde4a",TRUE,"US",FALSE,"NE",3969837380,"Plantae",6,NA,"2024-08-19T19:22:15.903+00:00","2024-08-19T19:39:31.373+00:00","2024-08-19T19:39:31.373+00:00",32.885668,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Mineral Wells, Texas Air National Guard Training Base, Fort Wolters, TA 4, ca 1/2 south of gate 6.",NA,NA,NA,-98.008393,"2023-12-08T15:59:58.000+00:00",3,NA,NA,NA,"9114d9b9-bdc7-41f2-8703-bed9e3c072a1","Uncommon.","PRESENT","Poales",1369,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","c4cbb860-e9c7-11da-8113-b8a03c50a862","Jeff Quayle; Shirley Lusk","0527","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26811223",NA,"http://creativecommons.org/publicdomain/zero/1.0/","Botanical Research Institute of Texas","Poa arachnifera Torr.",NA,NA,"Poa arachnifera",2704324,"arachnifera",90,NA,"18590",2704324,"ACCEPTED","SPECIES",NA,NA,NA,NA,"Elevation 314m","30 March 2004",NA,NA,NA,2004,2024-09-05
